round,phase,bidder_id,station_item,station_price,station_net_utility,top1_item,top1_net_utility,switched_from_station
12,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
13,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
13,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
13,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
14,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
14,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
14,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
15,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
15,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
15,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
16,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
16,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
16,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
17,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
17,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
17,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
18,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
18,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
18,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
19,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
19,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
19,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
20,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
20,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
20,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
21,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
21,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
21,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
22,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
22,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
22,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
23,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
23,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
23,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
24,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
24,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
24,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
25,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
25,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
25,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
26,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
26,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
26,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
27,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
27,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
27,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
28,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
28,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
28,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
29,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
29,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
29,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
30,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
30,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
30,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
31,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
31,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
31,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
32,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
32,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
32,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
33,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
33,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
33,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
34,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
34,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
34,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
35,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
35,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
35,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
36,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
36,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
36,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
37,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
37,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
37,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
38,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
38,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
38,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
39,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
39,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
39,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
40,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
40,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
40,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
41,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
41,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
41,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
42,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
42,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
42,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
43,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
43,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
43,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
44,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
44,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
44,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
45,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
45,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
45,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
46,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
46,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
46,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
47,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
47,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
47,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
48,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
48,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
48,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
49,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
49,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
49,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
50,initial,16,station_5_1,19.69722389233647,-0.1920052504629588,,-inf,True
50,initial,19,station_5_1,19.69722389233647,-10.00768240563491,,-inf,True
50,initial,36,station_5_1,19.69722389233647,130.94313344111885,station_5_1,130.94313344111885,False
51,ml,16,station_5_1,18.996229463862818,0.5089891780106939,station_5_1,0.5089891780106939,False
51,ml,19,station_5_1,18.996229463862818,-9.306687977161257,station_4_1,6.374079580654161,True
51,ml,36,station_5_1,18.996229463862818,131.6441278695925,station_5_1,131.6441278695925,False
52,ml,16,station_5_1,19.114062672611244,0.39115596926226814,station_5_1,0.39115596926226814,False
52,ml,19,station_5_1,19.114062672611244,-9.424521185909683,station_2_1,6.447140404357084,True
52,ml,36,station_5_1,19.114062672611244,131.52629466084406,station_5_1,131.52629466084406,False
53,ml,16,station_5_1,19.78186687612065,-0.276648234247137,,-inf,True
53,ml,19,station_5_1,19.78186687612065,-10.092325389419088,station_2_1,5.907016166273956,True
53,ml,36,station_5_1,19.78186687612065,130.85849045733465,station_5_1,130.85849045733465,False
54,ml,16,station_5_1,21.34540711514945,-1.840188473275937,,-inf,True
54,ml,19,station_5_1,21.34540711514945,-11.655865628447888,station_2_1,5.1295398544051904,True
54,ml,36,station_5_1,21.34540711514945,129.29495021830587,station_5_1,129.29495021830587,False
55,ml,16,station_5_1,19.861396422068157,-0.3561777801946455,,-inf,True
55,ml,19,station_5_1,19.861396422068157,-10.171854935366596,station_2_1,4.729850905125664,True
55,ml,36,station_5_1,19.861396422068157,130.77896091138714,station_5_1,130.77896091138714,False
56,ml,16,station_5_1,19.425972388913763,0.07924625295974863,station_5_1,0.07924625295974863,False
56,ml,19,station_5_1,19.425972388913763,-9.736430902212202,station_4_1,4.848425741375128,True
56,ml,36,station_5_1,19.425972388913763,131.21438494454156,station_5_1,131.21438494454156,False
