round,bidder_id,top1_item,is_station_5_1,price_station_5_1
5,18,,0,17.865962714137385
5,19,,0,17.865962714137385
5,20,station_0_6,0,17.865962714137385
5,21,station_5_8,0,17.865962714137385
5,22,station_1_20,0,17.865962714137385
5,23,station_1_18,0,17.865962714137385
5,24,station_4_3,0,17.865962714137385
5,25,station_5_12,0,17.865962714137385
5,26,station_0_19,0,17.865962714137385
5,27,station_3_3,0,17.865962714137385
5,28,station_0_3,0,17.865962714137385
5,29,station_2_10,0,17.865962714137385
5,30,station_5_17,0,17.865962714137385
5,31,station_5_19,0,17.865962714137385
5,32,station_5_5,0,17.865962714137385
5,33,station_3_9,0,17.865962714137385
5,34,,0,17.865962714137385
5,35,,0,17.865962714137385
5,36,station_5_1,1,17.865962714137385
5,37,,0,17.865962714137385
5,38,station_2_19,0,17.865962714137385
5,39,,0,17.865962714137385
5,40,,0,17.865962714137385
5,41,station_3_14,0,17.865962714137385
5,42,station_5_18,0,17.865962714137385
5,43,station_2_11,0,17.865962714137385
5,44,station_0_7,0,17.865962714137385
5,45,,0,17.865962714137385
5,46,,0,17.865962714137385
5,47,station_2_10,0,17.865962714137385
5,48,station_3_2,0,17.865962714137385
5,49,station_3_11,0,17.865962714137385
6,0,station_3_6,0,18.759260849844257
6,1,,0,18.759260849844257
6,2,station_1_19,0,18.759260849844257
6,3,station_5_2,0,18.759260849844257
6,4,station_4_7,0,18.759260849844257
6,5,station_3_13,0,18.759260849844257
6,6,station_0_17,0,18.759260849844257
6,7,station_4_9,0,18.759260849844257
6,8,station_4_0,0,18.759260849844257
6,9,station_1_12,0,18.759260849844257
6,10,station_2_17,0,18.759260849844257
6,11,station_0_5,0,18.759260849844257
6,12,station_3_1,0,18.759260849844257
6,13,station_1_9,0,18.759260849844257
6,14,station_2_21,0,18.759260849844257
6,15,station_0_1,0,18.759260849844257
6,16,station_5_1,1,18.759260849844257
6,17,station_5_15,0,18.759260849844257
6,18,,0,18.759260849844257
6,19,,0,18.759260849844257
6,20,station_0_6,0,18.759260849844257
6,21,station_5_8,0,18.759260849844257
6,22,station_1_20,0,18.759260849844257
6,23,station_1_18,0,18.759260849844257
6,24,station_4_3,0,18.759260849844257
6,25,station_5_12,0,18.759260849844257
6,26,station_0_19,0,18.759260849844257
6,27,station_3_3,0,18.759260849844257
6,28,station_0_3,0,18.759260849844257
6,29,station_1_10,0,18.759260849844257
6,30,station_5_17,0,18.759260849844257
6,31,station_5_19,0,18.759260849844257
6,32,station_5_5,0,18.759260849844257
6,33,station_3_9,0,18.759260849844257
6,34,,0,18.759260849844257
6,35,,0,18.759260849844257
6,36,station_5_1,1,18.759260849844257
6,37,,0,18.759260849844257
6,38,station_2_19,0,18.759260849844257
6,39,,0,18.759260849844257
6,40,,0,18.759260849844257
6,41,station_3_14,0,18.759260849844257
6,42,station_5_18,0,18.759260849844257
6,43,station_2_11,0,18.759260849844257
6,44,station_0_7,0,18.759260849844257
6,45,,0,18.759260849844257
6,46,,0,18.759260849844257
6,47,station_0_20,0,18.759260849844257
6,48,station_3_2,0,18.759260849844257
6,49,station_3_11,0,18.759260849844257
7,0,station_3_6,0,19.69722389233647
7,1,,0,19.69722389233647
7,2,station_1_19,0,19.69722389233647
7,3,station_5_2,0,19.69722389233647
7,4,station_4_7,0,19.69722389233647
7,5,station_3_13,0,19.69722389233647
7,6,station_0_17,0,19.69722389233647
7,7,station_4_9,0,19.69722389233647
7,8,station_4_0,0,19.69722389233647
7,9,station_1_12,0,19.69722389233647
7,10,station_2_17,0,19.69722389233647
7,11,station_0_5,0,19.69722389233647
7,12,station_3_1,0,19.69722389233647
7,13,station_1_9,0,19.69722389233647
7,14,station_2_21,0,19.69722389233647
7,15,station_0_1,0,19.69722389233647
7,16,,0,19.69722389233647
7,17,station_5_15,0,19.69722389233647
7,18,,0,19.69722389233647
7,19,,0,19.69722389233647
7,20,station_0_6,0,19.69722389233647
7,21,station_5_8,0,19.69722389233647
7,22,station_1_20,0,19.69722389233647
7,23,station_1_18,0,19.69722389233647
7,24,station_4_3,0,19.69722389233647
7,25,station_5_12,0,19.69722389233647
7,26,station_0_19,0,19.69722389233647
7,27,station_3_3,0,19.69722389233647
7,28,station_0_3,0,19.69722389233647
7,29,station_1_10,0,19.69722389233647
7,30,station_5_17,0,19.69722389233647
7,31,station_5_19,0,19.69722389233647
7,32,station_5_5,0,19.69722389233647
7,33,station_3_9,0,19.69722389233647
7,34,,0,19.69722389233647
7,35,,0,19.69722389233647
7,36,station_5_1,1,19.69722389233647
7,37,,0,19.69722389233647
7,38,station_2_19,0,19.69722389233647
7,39,,0,19.69722389233647
7,40,,0,19.69722389233647
7,41,station_3_14,0,19.69722389233647
7,42,station_5_18,0,19.69722389233647
7,43,station_2_11,0,19.69722389233647
7,44,station_0_7,0,19.69722389233647
7,45,,0,19.69722389233647
7,46,,0,19.69722389233647
7,47,station_0_20,0,19.69722389233647
7,48,station_3_2,0,19.69722389233647
7,49,station_3_11,0,19.69722389233647
8,0,station_3_6,0,19.69722389233647
8,1,,0,19.69722389233647
8,2,station_1_19,0,19.69722389233647
8,3,station_5_2,0,19.69722389233647
8,4,station_4_7,0,19.69722389233647
8,5,station_3_13,0,19.69722389233647
8,6,station_0_17,0,19.69722389233647
8,7,station_4_9,0,19.69722389233647
8,8,station_4_0,0,19.69722389233647
8,9,station_1_12,0,19.69722389233647
8,10,station_2_17,0,19.69722389233647
8,11,station_0_5,0,19.69722389233647
8,12,station_3_1,0,19.69722389233647
8,13,station_1_9,0,19.69722389233647
8,14,station_2_21,0,19.69722389233647
8,15,station_0_1,0,19.69722389233647
8,16,,0,19.69722389233647
8,17,station_5_15,0,19.69722389233647
8,18,,0,19.69722389233647
8,19,,0,19.69722389233647
8,20,station_0_6,0,19.69722389233647
8,21,station_5_8,0,19.69722389233647
8,22,station_1_20,0,19.69722389233647
8,23,station_1_18,0,19.69722389233647
8,24,station_4_3,0,19.69722389233647
8,25,station_5_12,0,19.69722389233647
8,26,station_0_19,0,19.69722389233647
8,27,station_3_3,0,19.69722389233647
8,28,station_0_3,0,19.69722389233647
8,29,station_1_10,0,19.69722389233647
8,30,station_5_17,0,19.69722389233647
8,31,station_5_19,0,19.69722389233647
8,32,station_5_5,0,19.69722389233647
8,33,station_3_9,0,19.69722389233647
8,34,,0,19.69722389233647
8,35,,0,19.69722389233647
8,36,station_5_1,1,19.69722389233647
8,37,,0,19.69722389233647
8,38,station_2_19,0,19.69722389233647
8,39,,0,19.69722389233647
8,40,,0,19.69722389233647
8,41,station_3_14,0,19.69722389233647
8,42,station_5_18,0,19.69722389233647
8,43,station_2_11,0,19.69722389233647
8,44,station_0_7,0,19.69722389233647
8,45,,0,19.69722389233647
8,46,,0,19.69722389233647
8,47,station_0_20,0,19.69722389233647
8,48,station_3_2,0,19.69722389233647
8,49,station_3_11,0,19.69722389233647
9,0,station_3_6,0,19.69722389233647
9,1,,0,19.69722389233647
9,2,station_1_19,0,19.69722389233647
9,3,station_5_2,0,19.69722389233647
9,4,station_4_7,0,19.69722389233647
9,5,station_3_13,0,19.69722389233647
9,6,station_0_17,0,19.69722389233647
9,7,station_4_9,0,19.69722389233647
9,8,station_4_0,0,19.69722389233647
9,9,station_1_12,0,19.69722389233647
9,10,station_2_17,0,19.69722389233647
9,11,station_0_5,0,19.69722389233647
9,12,station_3_1,0,19.69722389233647
9,13,station_1_9,0,19.69722389233647
9,14,station_2_21,0,19.69722389233647
9,15,station_0_1,0,19.69722389233647
9,16,,0,19.69722389233647
9,17,station_5_15,0,19.69722389233647
9,18,,0,19.69722389233647
9,19,,0,19.69722389233647
9,20,station_0_6,0,19.69722389233647
9,21,station_5_8,0,19.69722389233647
9,22,station_1_20,0,19.69722389233647
9,23,station_1_18,0,19.69722389233647
9,24,station_4_3,0,19.69722389233647
9,25,station_5_12,0,19.69722389233647
9,26,station_0_19,0,19.69722389233647
9,27,station_3_3,0,19.69722389233647
9,28,station_0_3,0,19.69722389233647
9,29,station_1_10,0,19.69722389233647
9,30,station_5_17,0,19.69722389233647
9,31,station_5_19,0,19.69722389233647
9,32,station_5_5,0,19.69722389233647
9,33,station_3_9,0,19.69722389233647
9,34,,0,19.69722389233647
9,35,,0,19.69722389233647
9,36,station_5_1,1,19.69722389233647
9,37,,0,19.69722389233647
9,38,station_2_19,0,19.69722389233647
9,39,,0,19.69722389233647
9,40,,0,19.69722389233647
9,41,station_3_14,0,19.69722389233647
9,42,station_5_18,0,19.69722389233647
9,43,station_2_11,0,19.69722389233647
9,44,station_0_7,0,19.69722389233647
9,45,,0,19.69722389233647
9,46,,0,19.69722389233647
9,47,station_0_20,0,19.69722389233647
9,48,station_3_2,0,19.69722389233647
9,49,station_3_11,0,19.69722389233647
10,0,station_3_6,0,19.69722389233647
10,1,,0,19.69722389233647
10,2,station_1_19,0,19.69722389233647
10,3,station_5_2,0,19.69722389233647
10,4,station_4_7,0,19.69722389233647
10,5,station_3_13,0,19.69722389233647
10,6,station_0_17,0,19.69722389233647
10,7,station_4_9,0,19.69722389233647
10,8,station_4_0,0,19.69722389233647
10,9,station_1_12,0,19.69722389233647
10,10,station_2_17,0,19.69722389233647
10,11,station_0_5,0,19.69722389233647
10,12,station_3_1,0,19.69722389233647
10,13,station_1_9,0,19.69722389233647
10,14,station_2_21,0,19.69722389233647
10,15,station_0_1,0,19.69722389233647
10,16,,0,19.69722389233647
10,17,station_5_15,0,19.69722389233647
10,18,,0,19.69722389233647
10,19,,0,19.69722389233647
10,20,station_0_6,0,19.69722389233647
10,21,station_5_8,0,19.69722389233647
10,22,station_1_20,0,19.69722389233647
10,23,station_1_18,0,19.69722389233647
10,24,station_4_3,0,19.69722389233647
10,25,station_5_12,0,19.69722389233647
10,26,station_0_19,0,19.69722389233647
10,27,station_3_3,0,19.69722389233647
10,28,station_0_3,0,19.69722389233647
10,29,station_1_10,0,19.69722389233647
10,30,station_5_17,0,19.69722389233647
10,31,station_5_19,0,19.69722389233647
10,32,station_5_5,0,19.69722389233647
10,33,station_3_9,0,19.69722389233647
10,34,,0,19.69722389233647
10,35,,0,19.69722389233647
10,36,station_5_1,1,19.69722389233647
10,37,,0,19.69722389233647
10,38,station_2_19,0,19.69722389233647
10,39,,0,19.69722389233647
10,40,,0,19.69722389233647
10,41,station_3_14,0,19.69722389233647
10,42,station_5_18,0,19.69722389233647
10,43,station_2_11,0,19.69722389233647
10,44,station_0_7,0,19.69722389233647
10,45,,0,19.69722389233647
10,46,,0,19.69722389233647
10,47,station_0_20,0,19.69722389233647
10,48,station_3_2,0,19.69722389233647
10,49,station_3_11,0,19.69722389233647
11,0,station_3_6,0,19.69722389233647
11,1,,0,19.69722389233647
11,2,station_1_19,0,19.69722389233647
11,3,station_5_2,0,19.69722389233647
11,4,station_4_7,0,19.69722389233647
11,5,station_3_13,0,19.69722389233647
11,6,station_0_17,0,19.69722389233647
11,7,station_4_9,0,19.69722389233647
11,8,station_4_0,0,19.69722389233647
11,9,station_1_12,0,19.69722389233647
11,10,station_2_17,0,19.69722389233647
11,11,station_0_5,0,19.69722389233647
11,12,station_3_1,0,19.69722389233647
11,13,station_1_9,0,19.69722389233647
11,14,station_2_21,0,19.69722389233647
11,15,station_0_1,0,19.69722389233647
11,16,,0,19.69722389233647
11,17,station_5_15,0,19.69722389233647
11,18,,0,19.69722389233647
11,19,,0,19.69722389233647
11,20,station_0_6,0,19.69722389233647
11,21,station_5_8,0,19.69722389233647
11,22,station_1_20,0,19.69722389233647
11,23,station_1_18,0,19.69722389233647
11,24,station_4_3,0,19.69722389233647
11,25,station_5_12,0,19.69722389233647
11,26,station_0_19,0,19.69722389233647
11,27,station_3_3,0,19.69722389233647
11,28,station_0_3,0,19.69722389233647
11,29,station_1_10,0,19.69722389233647
11,30,station_5_17,0,19.69722389233647
11,31,station_5_19,0,19.69722389233647
11,32,station_5_5,0,19.69722389233647
11,33,station_3_9,0,19.69722389233647
11,34,,0,19.69722389233647
11,35,,0,19.69722389233647
11,36,station_5_1,1,19.69722389233647
11,37,,0,19.69722389233647
11,38,station_2_19,0,19.69722389233647
11,39,,0,19.69722389233647
11,40,,0,19.69722389233647
11,41,station_3_14,0,19.69722389233647
11,42,station_5_18,0,19.69722389233647
11,43,station_2_11,0,19.69722389233647
11,44,station_0_7,0,19.69722389233647
11,45,,0,19.69722389233647
11,46,,0,19.69722389233647
11,47,station_0_20,0,19.69722389233647
11,48,station_3_2,0,19.69722389233647
11,49,station_3_11,0,19.69722389233647
12,0,station_3_6,0,19.69722389233647
12,1,,0,19.69722389233647
12,2,station_1_19,0,19.69722389233647
12,3,station_5_2,0,19.69722389233647
12,4,station_4_7,0,19.69722389233647
12,5,station_3_13,0,19.69722389233647
12,6,station_0_17,0,19.69722389233647
12,7,station_4_9,0,19.69722389233647
12,8,station_4_0,0,19.69722389233647
12,9,station_1_12,0,19.69722389233647
12,10,station_2_17,0,19.69722389233647
12,11,station_0_5,0,19.69722389233647
12,12,station_3_1,0,19.69722389233647
12,13,station_1_9,0,19.69722389233647
12,14,station_2_21,0,19.69722389233647
12,15,station_0_1,0,19.69722389233647
12,16,,0,19.69722389233647
12,17,station_5_15,0,19.69722389233647
12,18,,0,19.69722389233647
12,19,,0,19.69722389233647
12,20,station_0_6,0,19.69722389233647
12,21,station_5_8,0,19.69722389233647
12,22,station_1_20,0,19.69722389233647
12,23,station_1_18,0,19.69722389233647
12,24,station_4_3,0,19.69722389233647
12,25,station_5_12,0,19.69722389233647
12,26,station_0_19,0,19.69722389233647
12,27,station_3_3,0,19.69722389233647
12,28,station_0_3,0,19.69722389233647
12,29,station_1_10,0,19.69722389233647
12,30,station_5_17,0,19.69722389233647
12,31,station_5_19,0,19.69722389233647
12,32,station_5_5,0,19.69722389233647
12,33,station_3_9,0,19.69722389233647
12,34,,0,19.69722389233647
12,35,,0,19.69722389233647
12,36,station_5_1,1,19.69722389233647
12,37,,0,19.69722389233647
12,38,station_2_19,0,19.69722389233647
12,39,,0,19.69722389233647
12,40,,0,19.69722389233647
12,41,station_3_14,0,19.69722389233647
12,42,station_5_18,0,19.69722389233647
12,43,station_2_11,0,19.69722389233647
12,44,station_0_7,0,19.69722389233647
12,45,,0,19.69722389233647
12,46,,0,19.69722389233647
12,47,station_0_20,0,19.69722389233647
12,48,station_3_2,0,19.69722389233647
12,49,station_3_11,0,19.69722389233647
13,0,station_3_6,0,19.69722389233647
13,1,,0,19.69722389233647
13,2,station_1_19,0,19.69722389233647
13,3,station_5_2,0,19.69722389233647
13,4,station_4_7,0,19.69722389233647
13,5,station_3_13,0,19.69722389233647
13,6,station_0_17,0,19.69722389233647
13,7,station_4_9,0,19.69722389233647
13,8,station_4_0,0,19.69722389233647
13,9,station_1_12,0,19.69722389233647
13,10,station_2_17,0,19.69722389233647
13,11,station_0_5,0,19.69722389233647
13,12,station_3_1,0,19.69722389233647
13,13,station_1_9,0,19.69722389233647
13,14,station_2_21,0,19.69722389233647
13,15,station_0_1,0,19.69722389233647
13,16,,0,19.69722389233647
13,17,station_5_15,0,19.69722389233647
13,18,,0,19.69722389233647
13,19,,0,19.69722389233647
13,20,station_0_6,0,19.69722389233647
13,21,station_5_8,0,19.69722389233647
13,22,station_1_20,0,19.69722389233647
13,23,station_1_18,0,19.69722389233647
13,24,station_4_3,0,19.69722389233647
13,25,station_5_12,0,19.69722389233647
13,26,station_0_19,0,19.69722389233647
13,27,station_3_3,0,19.69722389233647
13,28,station_0_3,0,19.69722389233647
13,29,station_1_10,0,19.69722389233647
13,30,station_5_17,0,19.69722389233647
13,31,station_5_19,0,19.69722389233647
13,32,station_5_5,0,19.69722389233647
13,33,station_3_9,0,19.69722389233647
13,34,,0,19.69722389233647
13,35,,0,19.69722389233647
13,36,station_5_1,1,19.69722389233647
13,37,,0,19.69722389233647
13,38,station_2_19,0,19.69722389233647
13,39,,0,19.69722389233647
13,40,,0,19.69722389233647
13,41,station_3_14,0,19.69722389233647
13,42,station_5_18,0,19.69722389233647
13,43,station_2_11,0,19.69722389233647
13,44,station_0_7,0,19.69722389233647
13,45,,0,19.69722389233647
13,46,,0,19.69722389233647
13,47,station_0_20,0,19.69722389233647
13,48,station_3_2,0,19.69722389233647
13,49,station_3_11,0,19.69722389233647
14,0,station_3_6,0,19.69722389233647
14,1,,0,19.69722389233647
14,2,station_1_19,0,19.69722389233647
14,3,station_5_2,0,19.69722389233647
14,4,station_4_7,0,19.69722389233647
14,5,station_3_13,0,19.69722389233647
14,6,station_0_17,0,19.69722389233647
14,7,station_4_9,0,19.69722389233647
14,8,station_4_0,0,19.69722389233647
14,9,station_1_12,0,19.69722389233647
14,10,station_2_17,0,19.69722389233647
14,11,station_0_5,0,19.69722389233647
14,12,station_3_1,0,19.69722389233647
14,13,station_1_9,0,19.69722389233647
14,14,station_2_21,0,19.69722389233647
14,15,station_0_1,0,19.69722389233647
14,16,,0,19.69722389233647
14,17,station_5_15,0,19.69722389233647
14,18,,0,19.69722389233647
14,19,,0,19.69722389233647
14,20,station_0_6,0,19.69722389233647
14,21,station_5_8,0,19.69722389233647
14,22,station_1_20,0,19.69722389233647
14,23,station_1_18,0,19.69722389233647
14,24,station_4_3,0,19.69722389233647
14,25,station_5_12,0,19.69722389233647
14,26,station_0_19,0,19.69722389233647
14,27,station_3_3,0,19.69722389233647
14,28,station_0_3,0,19.69722389233647
14,29,station_1_10,0,19.69722389233647
14,30,station_5_17,0,19.69722389233647
14,31,station_5_19,0,19.69722389233647
14,32,station_5_5,0,19.69722389233647
14,33,station_3_9,0,19.69722389233647
14,34,,0,19.69722389233647
14,35,,0,19.69722389233647
14,36,station_5_1,1,19.69722389233647
14,37,,0,19.69722389233647
14,38,station_2_19,0,19.69722389233647
14,39,,0,19.69722389233647
14,40,,0,19.69722389233647
14,41,station_3_14,0,19.69722389233647
14,42,station_5_18,0,19.69722389233647
14,43,station_2_11,0,19.69722389233647
14,44,station_0_7,0,19.69722389233647
14,45,,0,19.69722389233647
14,46,,0,19.69722389233647
14,47,station_0_20,0,19.69722389233647
14,48,station_3_2,0,19.69722389233647
14,49,station_3_11,0,19.69722389233647
15,0,station_3_6,0,19.69722389233647
15,1,,0,19.69722389233647
15,2,station_1_19,0,19.69722389233647
15,3,station_5_2,0,19.69722389233647
15,4,station_4_7,0,19.69722389233647
15,5,station_3_13,0,19.69722389233647
15,6,station_0_17,0,19.69722389233647
15,7,station_4_9,0,19.69722389233647
15,8,station_4_0,0,19.69722389233647
15,9,station_1_12,0,19.69722389233647
15,10,station_2_17,0,19.69722389233647
15,11,station_0_5,0,19.69722389233647
15,12,station_3_1,0,19.69722389233647
15,13,station_1_9,0,19.69722389233647
15,14,station_2_21,0,19.69722389233647
15,15,station_0_1,0,19.69722389233647
15,16,,0,19.69722389233647
15,17,station_5_15,0,19.69722389233647
15,18,,0,19.69722389233647
15,19,,0,19.69722389233647
15,20,station_0_6,0,19.69722389233647
15,21,station_5_8,0,19.69722389233647
15,22,station_1_20,0,19.69722389233647
15,23,station_1_18,0,19.69722389233647
15,24,station_4_3,0,19.69722389233647
15,25,station_5_12,0,19.69722389233647
15,26,station_0_19,0,19.69722389233647
15,27,station_3_3,0,19.69722389233647
15,28,station_0_3,0,19.69722389233647
15,29,station_1_10,0,19.69722389233647
15,30,station_5_17,0,19.69722389233647
15,31,station_5_19,0,19.69722389233647
15,32,station_5_5,0,19.69722389233647
15,33,station_3_9,0,19.69722389233647
15,34,,0,19.69722389233647
15,35,,0,19.69722389233647
15,36,station_5_1,1,19.69722389233647
15,37,,0,19.69722389233647
15,38,station_2_19,0,19.69722389233647
15,39,,0,19.69722389233647
15,40,,0,19.69722389233647
15,41,station_3_14,0,19.69722389233647
15,42,station_5_18,0,19.69722389233647
